City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Saint George,37.1041,-113.5841,51.8,23,0,4.61,US,2022-04-07 14:31:48
293,Kaura Namoda,12.5898,6.5779,104.88,9,100,5.79,NG,2022-04-07 14:33:19
294,Nhamunda,-2.1861,-56.7131,82.74,81,67,3.78,BR,2022-04-07 14:33:19
295,Lata,40.1629,-8.3327,59.81,47,10,11.14,PT,2022-04-07 14:33:19
296,Okha,53.5739,142.9478,22.23,90,88,9.15,RU,2022-04-07 14:33:20
297,Richards Bay,-28.783,32.0377,69.15,74,100,10.4,ZA,2022-04-07 14:33:20
298,San Luis,-33.295,-66.3356,79.59,36,0,2.48,AR,2022-04-07 14:33:20
299,Quatre Cocos,-20.2078,57.7625,79.09,83,75,13.04,MU,2022-04-07 14:33:21
300,Hirara,24.8,125.2833,70.0,65,10,20.85,JP,2022-04-07 14:33:21
301,Mayo,38.8876,-76.5119,52.97,95,100,5.75,US,2022-04-07 14:33:21
302,Bilibino,68.0546,166.4372,-21.73,98,82,3.04,RU,2022-04-07 14:30:59
303,Guadalupe Y Calvo,26.1,-106.9667,62.46,22,0,5.46,MX,2022-04-07 14:33:22
304,Iralaya,15.0,-83.2333,83.35,66,68,8.81,HN,2022-04-07 14:33:22
305,Margate,51.3813,1.3862,56.1,62,29,33.55,GB,2022-04-07 14:33:22
306,General Roca,-39.0333,-67.5833,63.63,53,100,8.61,AR,2022-04-07 14:33:23
307,Svirstroy,60.7999,33.7248,33.24,98,100,9.84,RU,2022-04-07 14:33:23
308,Ahmadnagar,19.0833,74.7333,93.52,11,4,8.75,IN,2022-04-07 14:33:23
309,Sept-Iles,50.2001,-66.3821,41.43,56,75,6.91,CA,2022-04-07 14:33:23
310,Hobyo,5.3505,48.5268,84.22,66,9,10.76,SO,2022-04-07 14:33:24
311,Tilichiki,60.4667,166.1,2.55,89,98,5.7,RU,2022-04-07 14:33:24
312,Vao,-22.6667,167.4833,78.94,87,100,36.17,NC,2022-04-07 14:33:24
313,Itacoatiara,-3.1431,-58.4442,83.52,75,77,3.74,BR,2022-04-07 14:31:29
314,Victoria,22.2855,114.1577,75.18,69,0,17.0,HK,2022-04-07 14:29:16
315,Rey Bouba,8.6724,14.1786,108.57,14,93,2.93,CM,2022-04-07 14:33:25
316,Yuksekova,37.5736,44.2872,47.95,66,75,10.36,TR,2022-04-07 14:33:25
317,Ballina,-28.8667,153.5667,71.56,90,40,9.22,AU,2022-04-07 14:33:25
318,Kailua,21.4022,-157.7394,73.49,76,24,5.01,US,2022-04-07 14:33:26
319,Tinsukia,27.5,95.3667,76.51,67,95,2.48,IN,2022-04-07 14:33:26
320,Khasan,42.4308,130.6434,37.94,43,2,5.61,RU,2022-04-07 14:33:26
321,Najran,17.4924,44.1277,86.65,5,0,12.17,SA,2022-04-07 14:33:27
322,Boguchany,58.3814,97.4531,29.19,88,45,7.65,RU,2022-04-07 14:33:27
323,Ngunguru,-35.6167,174.5,63.99,75,85,14.65,NZ,2022-04-07 14:33:27
324,Conceicao Do Araguaia,-8.2578,-49.2647,87.39,61,100,4.54,BR,2022-04-07 14:33:27
325,Mangan,27.5167,88.5333,69.44,91,97,1.21,IN,2022-04-07 14:33:28
326,Srandakan,-7.9386,110.2506,76.95,89,100,1.45,ID,2022-04-07 14:33:28
327,Isetskoye,56.4858,65.3226,35.17,99,100,10.78,RU,2022-04-07 14:33:28
328,Limanowa,49.7059,20.422,60.67,62,81,8.19,PL,2022-04-07 14:34:29
329,Rio Grande,-32.035,-52.0986,73.51,72,100,8.43,BR,2022-04-07 14:34:29
330,San Patricio,28.017,-97.5169,68.18,23,0,17.02,US,2022-04-07 14:34:29
331,Juegang,32.3174,121.1855,57.9,87,0,7.7,CN,2022-04-07 14:34:30
332,Bandarbeyla,9.4942,50.8122,81.07,72,24,9.42,SO,2022-04-07 14:34:30
333,Catuday,16.2923,119.8062,78.85,81,69,4.63,PH,2022-04-07 14:34:30
334,Aklavik,68.2191,-135.0107,12.2,79,75,3.44,CA,2022-04-07 14:34:31
335,Terrace Bay,48.7834,-87.1,31.39,87,100,19.48,CA,2022-04-07 14:34:31
336,La Macarena,2.1837,-73.7849,73.17,97,100,2.19,CO,2022-04-07 14:34:31
337,Tezu,27.9167,96.1667,72.54,70,92,4.14,IN,2022-04-07 14:34:32
338,Saint-Augustin,51.226,-58.6502,34.66,99,61,9.35,CA,2022-04-07 14:34:32
339,Inhambane,-23.865,35.3833,80.91,69,31,9.75,MZ,2022-04-07 14:34:32
340,Marsa Matruh,31.3525,27.2453,84.4,26,100,28.77,EG,2022-04-07 14:34:32
341,Chokurdakh,70.6333,147.9167,-19.77,90,78,4.09,RU,2022-04-07 14:34:33
342,Takab,36.4009,47.1133,53.91,43,11,23.4,IR,2022-04-07 14:34:33
343,Conde,-7.2597,-34.9075,85.46,70,40,11.5,BR,2022-04-07 14:34:33
344,Banjar,-8.19,114.9675,76.93,91,97,5.5,ID,2022-04-07 14:34:34
345,Alacranes,22.7675,-81.5675,82.89,53,36,7.76,CU,2022-04-07 14:34:34
346,Hua Hin,12.5707,99.9588,89.01,49,100,3.22,TH,2022-04-07 14:34:34
347,Tura,25.5198,90.2201,75.07,68,0,4.9,IN,2022-04-07 14:34:35
348,Flinders,-34.5833,150.8552,67.37,80,100,4.0,AU,2022-04-07 14:34:35
349,Arlit,18.7369,7.3853,109.0,3,88,8.19,NE,2022-04-07 14:34:35
350,Anchorage,61.2181,-149.9003,31.19,84,75,1.01,US,2022-04-07 14:30:03
351,Omboue,-1.5746,9.2618,83.3,74,95,13.29,GA,2022-04-07 14:34:36
352,Constitucion,-35.3333,-72.4167,65.62,59,9,9.08,CL,2022-04-07 14:34:36
353,Elesbao Veloso,-6.2019,-42.1403,91.4,47,100,2.66,BR,2022-04-07 14:34:36
354,Yeniseysk,58.4497,92.1703,32.04,79,56,10.2,RU,2022-04-07 14:33:14
355,East London,-33.0153,27.9116,67.14,59,0,24.16,ZA,2022-04-07 14:34:37
356,Bambous Virieux,-20.3428,57.7575,79.21,83,40,9.22,MU,2022-04-07 14:34:37
357,Brae,60.3964,-1.353,42.87,57,15,20.09,GB,2022-04-07 14:34:37
358,Tadine,-21.55,167.8833,79.65,83,100,25.28,NC,2022-04-07 14:34:37
359,Makubetsu,45.3714,141.8211,35.37,72,100,8.43,JP,2022-04-07 14:34:38
360,Camargo,27.6667,-105.1667,67.91,22,0,7.43,MX,2022-04-07 14:34:38
361,Mpongwe,-13.5091,28.155,71.02,91,99,4.74,ZM,2022-04-07 14:34:38
362,Sosva,59.1766,61.8558,32.45,73,27,11.41,RU,2022-04-07 14:34:39
363,Juba,4.8517,31.5825,93.94,28,86,2.68,SS,2022-04-07 14:34:39
364,Souillac,-20.5167,57.5167,79.18,83,40,9.22,MU,2022-04-07 14:34:39
365,Enkhuizen,52.7,5.2833,51.98,82,84,11.01,NL,2022-04-07 14:34:40
366,Lompoc,34.6391,-120.4579,76.78,59,0,9.22,US,2022-04-07 14:34:40
367,Kemise,10.7167,39.8667,78.51,24,81,7.99,ET,2022-04-07 14:34:40
368,Tingo Maria,-9.2895,-76.0088,71.91,88,100,0.0,PE,2022-04-07 14:34:41
369,Mogadishu,2.0371,45.3438,82.81,73,71,15.59,SO,2022-04-07 14:34:41
370,Yichang,30.7144,111.2847,71.08,63,25,1.72,CN,2022-04-07 14:29:56
371,Labuhan,-6.8844,112.2051,78.08,87,87,6.85,ID,2022-04-07 14:34:41
372,Praia,14.9215,-23.5087,81.14,47,20,24.16,CV,2022-04-07 14:34:42
373,Chalmette,29.9427,-89.9634,69.01,38,0,21.85,US,2022-04-07 14:34:42
374,Dharangaon,21.0167,75.2667,97.9,10,0,7.4,IN,2022-04-07 14:35:42
375,Bilma,18.6853,12.9164,106.25,4,4,9.91,NE,2022-04-07 14:35:42
376,Kalmunai,7.4167,81.8167,81.1,79,67,4.72,LK,2022-04-07 14:35:43
377,Georgetown,5.4112,100.3354,78.75,93,40,1.14,MY,2022-04-07 14:31:30
378,Bethlehem,-1.4558,-48.5044,84.24,70,40,6.91,BR,2022-04-07 14:32:47
379,Novyy Urengoy,66.0833,76.6333,4.35,95,98,9.42,RU,2022-04-07 14:35:43
380,Naze,28.3667,129.4833,61.72,63,100,10.38,JP,2022-04-07 14:35:43
381,Nicoya,10.1483,-85.452,85.44,56,54,4.76,CR,2022-04-07 14:35:44
382,Koutiala,12.3917,-5.4642,104.11,14,100,5.73,ML,2022-04-07 14:35:44
383,Zhob,31.3411,69.4481,82.69,12,88,5.57,PK,2022-04-07 14:35:44
384,Tvedestrand,58.622,8.9315,36.63,79,100,24.47,NO,2022-04-07 14:35:45
385,Leningradskiy,69.3833,178.4167,-4.79,96,100,13.4,RU,2022-04-07 14:35:45
386,Kupang,-10.1667,123.5833,79.0,83,99,5.21,ID,2022-04-07 14:35:45
387,Nizhniy Kuranakh,58.8353,125.4869,8.22,96,100,2.8,RU,2022-04-07 14:35:46
388,Sibolga,1.7427,98.7792,75.52,89,100,4.52,ID,2022-04-07 14:35:46
389,Goderich,43.7501,-81.7165,46.9,71,38,14.97,CA,2022-04-07 14:35:36
390,Dingzhou,38.5131,114.9956,60.91,42,0,2.37,CN,2022-04-07 14:35:46
391,Itarema,-2.9248,-39.9167,84.18,71,83,12.93,BR,2022-04-07 14:35:47
392,Esmeralda,21.8525,-78.1169,87.19,45,4,6.42,CU,2022-04-07 14:35:47
393,Ulladulla,-35.35,150.4667,61.77,85,100,7.31,AU,2022-04-07 14:35:47
394,Tacuarembo,-31.7333,-55.9833,70.48,66,100,4.14,UY,2022-04-07 14:35:48
395,Ust-Tsilma,65.441,52.1498,23.77,91,100,4.36,RU,2022-04-07 14:35:48
396,Nizwa,22.9333,57.5333,90.45,17,35,8.5,OM,2022-04-07 14:35:48
397,Bull Savanna,17.8868,-77.5902,82.31,58,91,10.63,JM,2022-04-07 14:35:48
398,Faanui,-16.4833,-151.75,81.93,76,22,18.25,PF,2022-04-07 14:35:49
399,Puerto El Triunfo,13.2833,-88.55,83.32,54,74,4.7,SV,2022-04-07 14:35:49
400,Hamilton,39.1834,-84.5333,51.44,77,75,11.5,US,2022-04-07 14:33:35
401,Fare,-16.7,-151.0167,82.4,72,10,19.95,PF,2022-04-07 14:35:49
402,Parrita,9.5201,-84.3225,85.57,63,100,2.06,CR,2022-04-07 14:35:50
403,Trelleborg,55.3751,13.1569,45.99,90,100,15.55,SE,2022-04-07 14:35:50
404,Wakefield,53.6809,-1.499,47.98,69,70,14.94,GB,2022-04-07 14:35:50
405,Batsfjord,70.6345,29.7185,31.78,100,75,20.71,NO,2022-04-07 14:35:51
406,Laguna,38.421,-121.4238,68.09,75,0,0.0,US,2022-04-07 14:35:51
407,Rio Gallegos,-51.6226,-69.2181,37.45,75,0,2.3,AR,2022-04-07 14:35:51
408,Asfi,32.2994,-9.2372,64.54,64,0,19.26,MA,2022-04-07 14:35:52
409,Pacific Grove,36.6177,-121.9166,64.54,53,0,5.99,US,2022-04-07 14:35:52
410,Alice Springs,-23.7,133.8833,62.15,42,0,9.22,AU,2022-04-07 14:35:52
411,Whitecourt,54.1502,-115.6855,31.24,59,75,2.3,CA,2022-04-07 14:35:53
412,Velyka Bahachka,49.7912,33.7226,60.6,40,12,14.61,UA,2022-04-07 14:35:53
413,Eirunepe,-6.6603,-69.8736,86.76,62,100,2.44,BR,2022-04-07 14:35:53
414,Luoyang,34.6836,112.4536,61.36,56,0,4.0,CN,2022-04-07 14:35:53
415,Vestmanna,62.1564,-7.1664,36.52,60,75,28.77,FO,2022-04-07 14:35:54
416,Gamba,-2.65,10.0,83.41,73,91,11.25,GA,2022-04-07 14:35:54
417,Vila Velha,-20.3297,-40.2925,84.15,73,40,14.97,BR,2022-04-07 14:35:54
418,Cockburn Town,21.4612,-71.1419,78.76,73,40,13.8,TC,2022-04-07 14:35:55
419,Asino,56.9979,86.1452,33.8,89,92,10.89,RU,2022-04-07 14:35:55
420,Moron,-34.6534,-58.6198,77.81,72,0,5.44,AR,2022-04-07 14:36:55
421,Dingle,10.9995,122.6711,74.16,95,100,6.67,PH,2022-04-07 14:36:56
422,Tevaitoa,-16.7833,-151.5,82.09,76,22,18.54,PF,2022-04-07 14:36:56
423,Leoben,47.3461,15.1257,59.81,58,87,6.24,AT,2022-04-07 14:36:56
424,Jiazi,22.8779,116.067,69.13,59,59,15.3,CN,2022-04-07 14:36:57
425,Wilmington,34.2257,-77.9447,72.0,91,20,12.66,US,2022-04-07 14:32:22
426,Ovalle,-30.5983,-71.2003,79.41,31,0,4.03,CL,2022-04-07 14:36:57
427,Kilinochchi,9.3961,80.3982,82.11,73,92,6.6,LK,2022-04-07 14:36:57
428,Touros,-5.1989,-35.4608,87.13,62,48,14.38,BR,2022-04-07 14:36:58
429,Green River,41.5286,-109.4662,33.19,50,0,1.01,US,2022-04-07 14:36:58
430,Mount Isa,-20.7333,139.5,76.77,19,1,10.36,AU,2022-04-07 14:36:58
431,Pointe-Noire,-4.7761,11.8635,82.58,74,73,9.15,CG,2022-04-07 14:36:59
432,Yazman,29.1212,71.7446,91.15,6,0,1.16,PK,2022-04-07 14:36:59
433,Yar-Sale,66.8333,70.8333,0.9,96,100,8.37,RU,2022-04-07 14:36:59
434,Nurlat,54.4277,50.8051,28.02,94,38,5.17,RU,2022-04-07 14:37:00
435,Svetlogorsk,52.6333,29.7333,59.9,60,93,11.99,BY,2022-04-07 14:37:00
436,Thinadhoo,0.5333,72.9333,83.46,66,9,3.31,MV,2022-04-07 14:37:00
437,Nouakchott,18.0858,-15.9785,94.93,33,5,12.39,MR,2022-04-07 14:37:01
438,Ambilobe,-13.2,49.05,77.05,90,100,2.13,MG,2022-04-07 14:37:01
439,Ruthin,53.1137,-3.3178,46.36,86,82,8.01,GB,2022-04-07 14:37:01
440,Stupino,54.9008,38.0708,41.45,99,100,13.2,RU,2022-04-07 14:37:02
441,Naron,43.5167,-8.1528,57.04,86,100,21.47,ES,2022-04-07 14:33:52
442,Nelson Bay,-32.7167,152.15,71.01,88,84,18.01,AU,2022-04-07 14:37:02
443,Kasli,55.8909,60.7616,29.52,87,62,5.93,RU,2022-04-07 14:37:02
444,Acarau,-2.8856,-40.12,84.25,71,80,13.27,BR,2022-04-07 14:37:03
445,Steti,50.453,14.3742,61.99,67,100,23.09,CZ,2022-04-07 14:37:03
446,Neftcala,39.3742,49.2472,52.18,69,100,8.43,AZ,2022-04-07 14:37:03
447,Huarmey,-10.0681,-78.1522,73.36,76,28,9.84,PE,2022-04-07 14:37:04
448,Asau,46.4333,26.4,60.96,31,100,5.14,RO,2022-04-07 14:37:04
449,Frederikshavn,57.4407,10.5366,43.29,83,98,8.66,DK,2022-04-07 14:37:04
450,Port Maria,18.3685,-76.8895,88.05,75,85,7.85,JM,2022-04-07 14:37:05
451,Ternate,0.8,127.4,81.34,80,97,8.12,ID,2022-04-07 14:37:05
452,Broome,42.2506,-75.833,50.38,85,100,11.5,US,2022-04-07 14:37:05
453,Palmer,42.1584,-72.3287,53.82,58,100,9.22,US,2022-04-07 14:37:06
454,Shahr-E Babak,30.1165,55.1186,73.74,11,91,14.83,IR,2022-04-07 14:37:06
455,Tiznit,29.5833,-9.5,67.06,41,0,12.12,MA,2022-04-07 14:37:06
456,Katsuura,35.1333,140.3,61.32,75,0,22.3,JP,2022-04-07 14:37:07
457,Girne,35.3417,33.3167,76.55,63,24,5.03,CY,2022-04-07 14:37:07
458,Carbonia,39.1672,8.5222,67.01,79,2,15.08,IT,2022-04-07 14:37:07
459,Fengcheng,40.4536,124.0717,45.23,33,0,2.17,CN,2022-04-07 14:37:08
460,Killarney,52.05,-9.5167,50.05,57,75,12.66,IE,2022-04-07 14:37:08
461,Adrar,20.5022,-10.0711,90.7,11,0,14.38,MR,2022-04-07 14:37:08
462,Saint-Leu,-21.15,55.2833,77.86,78,72,9.82,RE,2022-04-07 14:37:09
463,Biltine,14.5333,20.9167,106.16,6,6,7.9,TD,2022-04-07 14:38:09
464,Mega,4.05,38.3,71.11,43,100,13.31,ET,2022-04-07 14:38:09
465,Acari,-15.4311,-74.6158,78.44,58,34,7.31,PE,2022-04-07 14:38:09
466,Batemans Bay,-35.7167,150.1833,63.1,89,100,5.3,AU,2022-04-07 14:38:10
467,Ipixuna,-1.7625,-48.8043,84.9,73,58,1.23,BR,2022-04-07 14:38:10
468,Rock Springs,41.5875,-109.2029,32.23,45,0,4.61,US,2022-04-07 14:35:05
469,Vinukonda,16.05,79.75,82.96,58,53,9.98,IN,2022-04-07 14:38:11
470,Bubaque,11.2833,-15.8333,77.32,70,99,12.64,GW,2022-04-07 14:38:11
471,Zyryanka,65.75,150.85,-10.16,100,100,1.61,RU,2022-04-07 14:38:11
472,San Felipe,10.3399,-68.7425,87.13,56,100,2.75,VE,2022-04-07 14:38:11
473,Tarauaca,-8.1614,-70.7656,80.8,84,100,0.89,BR,2022-04-07 14:38:12
474,Ferme-Neuve,46.7001,-75.4493,39.58,95,100,12.28,CA,2022-04-07 14:38:12
475,Dudinka,69.4058,86.1778,20.62,97,100,6.22,RU,2022-04-07 14:38:12
476,Santa Maria,-29.6842,-53.8069,65.5,100,100,3.44,BR,2022-04-07 14:38:13
477,Alta Floresta,-9.8756,-56.0861,91.22,62,40,4.61,BR,2022-04-07 14:38:13
478,Elk City,35.412,-99.4043,50.22,32,0,25.32,US,2022-04-07 14:38:13
479,Chipoka,-13.9933,34.5157,78.89,76,85,3.04,MW,2022-04-07 14:38:13
480,Odweyne,9.4092,45.064,84.51,23,97,10.6,SO,2022-04-07 14:38:14
481,Ilulissat,69.2167,-51.1,21.22,79,75,0.0,GL,2022-04-07 14:38:14
482,Wanaka,-44.7,169.15,39.11,84,1,4.16,NZ,2022-04-07 14:38:14
483,Villa Guerrero,18.8667,-99.65,72.27,25,25,4.41,MX,2022-04-07 14:38:15
484,Manjacaze,-24.7117,33.8828,77.67,75,59,14.41,MZ,2022-04-07 14:38:15
485,Charters Towers,-20.1,146.2667,71.64,81,12,7.81,AU,2022-04-07 14:36:09
486,Bagdarin,54.4333,113.6,33.85,70,44,16.13,RU,2022-04-07 14:35:02
487,Sistranda,63.7256,8.834,40.96,61,20,19.75,NO,2022-04-07 14:34:06
488,Swellendam,-34.0226,20.4417,61.16,60,97,7.11,ZA,2022-04-07 14:38:16
489,Henties Bay,-22.116,14.2845,64.4,76,4,11.01,NA,2022-04-07 14:38:16
490,Isangel,-19.55,169.2667,79.36,81,100,11.88,VU,2022-04-07 14:38:16
491,Kjopsvik,68.097,16.3742,38.17,65,99,4.21,NO,2022-04-07 14:38:17
492,Centralia,46.7162,-122.9543,40.24,100,0,0.0,US,2022-04-07 14:37:31
493,Hit,33.6416,42.8251,85.17,15,29,18.75,IQ,2022-04-07 14:38:17
494,Tangkak,2.2673,102.5453,78.67,95,100,1.72,MY,2022-04-07 14:38:17
495,Isabela,6.7085,121.9711,78.53,87,98,9.57,PH,2022-04-07 14:38:18
496,Pilar,-9.5972,-35.9567,84.13,59,57,8.68,BR,2022-04-07 14:38:18
497,Olga,43.7444,135.2892,29.95,89,12,4.79,RU,2022-04-07 14:38:18
498,Oktyabrskiy,54.4815,53.471,32.18,89,79,8.59,RU,2022-04-07 14:36:20
499,Vostok,46.4856,135.8833,20.75,83,100,4.23,RU,2022-04-07 14:38:19
500,Chokwe,-24.5333,32.9833,80.17,62,64,16.33,MZ,2022-04-07 14:38:19
501,Codajas,-3.8367,-62.0569,88.34,58,44,3.87,BR,2022-04-07 14:38:19
502,San Francisco,37.7749,-122.4194,66.18,65,40,10.0,US,2022-04-07 14:37:04
503,Songjianghe,42.1859,127.479,24.03,47,5,5.66,CN,2022-04-07 14:38:20
504,Yerofey Pavlovich,53.9667,121.9667,20.5,92,100,2.8,RU,2022-04-07 14:38:20
505,Gore,-46.1028,168.9436,43.38,81,76,5.68,NZ,2022-04-07 14:38:20
506,Khani,41.9563,42.9566,53.17,97,99,6.71,GE,2022-04-07 14:38:21
507,Weligama,5.9667,80.4167,79.34,84,90,5.61,LK,2022-04-07 14:38:21
508,Seydi,39.4816,62.9137,78.8,20,100,10.0,TM,2022-04-07 14:38:21
509,Gobabis,-22.45,18.9667,83.5,20,84,3.27,NA,2022-04-07 14:39:22
510,Kutum,14.2,24.6667,94.48,6,4,12.21,SD,2022-04-07 14:39:22
511,Jiuquan,39.7432,98.5174,62.33,10,92,16.87,CN,2022-04-07 14:39:22
512,Esperance,-33.8667,121.9,64.24,64,43,17.16,AU,2022-04-07 14:37:28
513,Tuatapere,-46.1333,167.6833,48.42,76,76,7.92,NZ,2022-04-07 14:39:23
514,Nabire,-3.3667,135.4833,76.64,91,100,4.14,ID,2022-04-07 14:39:23
515,Altamont,42.2068,-121.7372,30.04,86,0,0.0,US,2022-04-07 14:39:23
516,Singapore,1.2897,103.8501,80.55,86,75,3.44,SG,2022-04-07 14:38:49
517,Saint-Pierre,-21.3393,55.4781,78.48,76,0,19.57,RE,2022-04-07 14:39:24
518,Dinan,48.4167,-2.25,56.75,56,99,18.01,FR,2022-04-07 14:39:24
519,Xuddur,4.1213,43.8894,92.12,21,90,12.08,SO,2022-04-07 14:39:24
520,Mindelo,16.8901,-24.9804,76.55,53,20,28.77,CV,2022-04-07 14:39:25
521,Deloraine,-41.5333,146.6667,47.19,15,8,2.06,AU,2022-04-07 14:39:25
522,Morgan City,29.6994,-91.2068,66.0,48,0,11.5,US,2022-04-07 14:39:25
523,Davidson,36.1501,-86.7833,54.12,65,20,10.36,US,2022-04-07 14:39:25
524,Usinsk,65.9939,57.5281,12.18,88,100,14.32,RU,2022-04-07 14:39:26
525,Krylovskaya,46.3194,39.9711,60.06,50,36,10.47,RU,2022-04-07 14:39:26
526,Villa Carlos Paz,-31.4241,-64.4978,78.06,59,0,7.56,AR,2022-04-07 14:36:58
527,Gavrilovka Vtoraya,52.877,42.7663,45.52,91,100,9.08,RU,2022-04-07 14:39:27
528,Mokrousovo,55.8103,66.7653,37.17,96,100,10.92,RU,2022-04-07 14:39:27
529,Gunjur,13.2019,-16.7339,79.14,51,62,16.98,GM,2022-04-07 14:39:27
530,Mitsamiouli,-11.3847,43.2844,83.14,72,34,2.01,KM,2022-04-07 14:39:27
531,Bone,51.9669,12.1396,51.82,85,71,19.44,DE,2022-04-07 14:39:28
532,Tecoanapa,16.5167,-98.75,80.46,62,100,0.92,MX,2022-04-07 14:39:28
533,Pangody,65.85,74.4859,-1.8,99,100,8.5,RU,2022-04-07 14:39:28
534,Julio De Castilhos,-29.2269,-53.6817,65.57,96,100,5.37,BR,2022-04-07 14:39:29
535,Atar,20.5169,-13.0499,93.61,10,0,12.91,MR,2022-04-07 14:39:29
536,Vila Franca Do Campo,37.7167,-25.4333,63.01,88,100,22.08,PT,2022-04-07 14:39:29
537,Kabare,-2.4683,28.8242,65.17,93,82,2.44,CD,2022-04-07 14:39:30
538,Kitimat,54.0524,-128.6534,34.18,99,100,2.89,CA,2022-04-07 14:39:30
539,Talara,-4.5772,-81.2719,75.96,64,40,20.71,PE,2022-04-07 14:39:30
540,Altay,47.8667,88.1167,48.54,49,19,9.4,CN,2022-04-07 14:39:31
541,Torbay,47.6666,-52.7314,37.27,94,100,16.11,CA,2022-04-07 14:39:31
542,Aswan,24.0934,32.907,103.84,6,2,21.41,EG,2022-04-07 14:39:31
543,Brigantine,39.4101,-74.3646,49.03,100,100,16.11,US,2022-04-07 14:39:31
544,Montrose,38.4166,-108.2673,31.44,22,0,4.63,US,2022-04-07 14:39:32
545,Broken Hill,-31.95,141.4333,60.51,59,61,6.91,AU,2022-04-07 14:39:32
546,Batagay-Alyta,67.8006,130.4114,-7.53,98,89,5.37,RU,2022-04-07 14:39:32
547,Mecca,21.4267,39.8261,95.11,14,0,13.27,SA,2022-04-07 14:38:13
548,Warrington,53.3925,-2.5802,46.33,83,75,24.16,GB,2022-04-07 14:39:33
549,Nenjiang,49.1833,125.2167,33.33,58,100,9.71,CN,2022-04-07 14:39:33
550,Skibbereen,51.55,-9.2667,49.1,53,75,20.2,IE,2022-04-07 14:39:33
551,Stornoway,58.2093,-6.3865,39.16,88,75,25.32,GB,2022-04-07 14:36:21
552,Olafsvik,64.8945,-23.7142,30.07,52,86,4.83,IS,2022-04-07 14:40:34
553,Irati,-25.4672,-50.6511,73.15,71,98,1.81,BR,2022-04-07 14:40:34
554,Ixtapa,20.7,-105.2,65.43,88,75,4.61,MX,2022-04-07 14:40:34
555,Nuuk,64.1835,-51.7216,25.41,93,75,5.75,GL,2022-04-07 14:40:34
556,Vanimo,-2.6741,141.3028,78.26,88,100,7.83,PG,2022-04-07 14:40:35
557,Half Moon Bay,37.4636,-122.4286,67.87,58,0,3.44,US,2022-04-07 14:40:35
558,Sao Joao Do Piaui,-8.3581,-42.2467,96.01,27,26,5.93,BR,2022-04-07 14:40:35
559,Suez,29.9737,32.5263,90.03,15,96,9.08,EG,2022-04-07 14:39:50
560,Warmbad,-28.45,18.7333,75.72,22,25,7.7,NA,2022-04-07 14:40:36
561,Meulaboh,4.1363,96.1285,76.51,88,100,6.24,ID,2022-04-07 14:38:41
562,Hambantota,6.1241,81.1185,77.34,100,75,5.75,LK,2022-04-07 14:40:36
563,La Asuncion,11.0333,-63.8628,82.13,74,98,17.27,VE,2022-04-07 14:40:36
564,Altagracia De Orituco,9.8601,-66.3814,89.8,37,53,6.4,VE,2022-04-07 14:40:37
565,Puerto Escondido,15.85,-97.0667,77.83,83,0,2.3,MX,2022-04-07 14:40:37
566,Radford,37.1318,-80.5764,55.0,93,100,5.75,US,2022-04-07 14:40:37
567,Tambacounda,13.7539,-13.7586,105.85,20,0,9.22,SN,2022-04-07 14:40:38
568,Maiduguri,11.8464,13.1603,109.47,6,17,13.94,NG,2022-04-07 14:40:38
569,Ahipara,-35.1667,173.1667,57.49,78,1,6.29,NZ,2022-04-07 14:40:38
570,Nouadhibou,20.931,-17.0347,84.18,20,0,24.16,MR,2022-04-07 14:40:38
571,Mocuba,-16.8392,36.9856,79.02,87,72,4.99,MZ,2022-04-07 14:40:39
572,Sibiti,-3.6819,13.3499,81.61,74,98,1.88,CG,2022-04-07 14:40:39
573,Yaan,7.3833,8.5667,103.39,24,98,3.98,NG,2022-04-07 14:40:39
574,Camacupa,-12.0167,17.4833,75.0,72,74,1.92,AO,2022-04-07 14:40:40
575,Jumla,29.2747,82.1838,50.43,41,0,5.46,NP,2022-04-07 14:40:40
576,Yarqa,31.9785,35.6947,78.31,29,54,4.54,JO,2022-04-07 14:40:40
577,Coihaique,-45.5752,-72.0662,45.21,87,100,3.44,CL,2022-04-07 14:40:41
578,Crotone,39.0851,17.1178,67.95,39,0,14.97,IT,2022-04-07 14:40:41
579,Doha,25.2867,51.5333,100.71,41,0,5.75,QA,2022-04-07 14:40:19
580,Solnechnyy,50.7214,136.6319,16.52,81,98,5.35,RU,2022-04-07 14:40:41
581,Hervey Bay,-25.2986,152.8535,70.02,91,15,10.0,AU,2022-04-07 14:40:42
582,Anupgarh,29.1911,73.2086,91.9,7,0,1.9,IN,2022-04-07 14:40:42
583,Sibu,2.3,111.8167,73.71,100,40,3.44,MY,2022-04-07 14:38:18
584,Coahuayana,18.7333,-103.6833,77.97,57,6,2.42,MX,2022-04-07 14:40:42
585,Progreso,21.2833,-89.6667,80.71,60,93,7.4,MX,2022-04-07 14:39:22
586,Angoram,-4.0625,144.0661,74.62,98,100,2.66,PG,2022-04-07 14:40:43
587,Gorontalo,0.5412,123.0595,74.98,91,48,1.92,ID,2022-04-07 14:40:43
588,Banswada,18.3833,77.8833,97.05,16,81,6.8,IN,2022-04-07 14:40:43
589,Dakoro,14.5106,6.765,107.35,4,36,5.66,NE,2022-04-07 14:40:44
